article_id,year,corpus,article_type
1122970,2017,opinions,column
1123033,2017,news,news
1123070,2017,news,news
1122933,2017,news,news
1122934,2017,news,news
1123099,2017,news,news
1123064,2017,opinions,column
1123154,2017,news,news
1123091,2017,opinions,column
1123148,2017,opinions,column
1123147,2017,opinions,column
1123157,2017,news,news
1123232,2017,news,news
1123161,2017,news,news
1123088,2017,news,news
1123240,2017,news,news
1123235,2017,news,news
1123233,2017,news,news
1123205,2017,opinions,column
1123236,2017,opinions,column
1123336,2017,opinions,column
1123332,2017,opinions,column
1123328,2017,news,news
1123348,2017,news,news
1123391,2017,news,news
1123326,2017,news,news
1123337,2017,opinions,column
1123331,2017,opinions,column
1123333,2017,opinions,column
1123393,2017,opinions,opinion
1123491,2017,opinions,column
1123505,2017,news,news
1123494,2017,news,news
1123442,2017,news,news
1123440,2017,opinions,column
1123498,2017,news,news
1123561,2017,news,news
1123568,2017,news,news
1123519,2017,news,news
1123550,2017,news,news
1123563,2017,news,news
1123522,2017,opinions,column
1123521,2017,opinions,column
1123552,2017,opinions,column
1123523,2017,opinions,op-ed
1123748,2017,news,news
1123628,2017,news,news
1123652,2017,news,news
1122053,2017,opinions,column
1123753,2017,news,news
1122046,2017,opinions,column
1123648,2017,opinions,opinion
1123639,2017,opinions,column
1121952,2017,opinions,column
1123660,2017,news,news
1123670,2017,news,news
1123882,2017,news,news
1123654,2017,news,news
1123819,2017,opinions,column
1123820,2017,opinions,op-ed
1123872,2017,news,news
1123967,2017,news,news
1123941,2017,news,news
1123966,2017,news,news
1123921,2017,news,news
1123958,2017,opinions,op-ed
1123939,2017,opinions,op-ed
1123945,2017,opinions,column
1123957,2017,opinions,column
1124034,2017,news,news
1124032,2017,news,news
1123990,2017,news,news
1124044,2017,news,news
1124031,2017,opinions,op-ed
1124029,2017,opinions,column
1124130,2017,news,news
1124148,2017,opinions,column
1124216,2017,opinions,column
1124136,2017,news,news
1124128,2017,opinions,column
1124220,2017,news,news
1124212,2017,news,news
1124127,2017,news,news
1124146,2017,opinions,column
1124288,2017,opinions,op-ed
1124281,2017,opinions,column
1124258,2017,news,news
1124285,2017,news,news
1124284,2017,news,news
1124260,2017,news,news
1124351,2017,opinions,op-ed
1124289,2017,opinions,column
1124405,2017,news,news
1124400,2017,news,news
1124440,2017,news,news
1129146,2017,opinions,column
1124441,2017,opinions,column
1124449,2017,opinions,column
1124448,2017,news,news
1124446,2017,opinions,column
1124523,2017,opinions,opinion
1124476,2017,opinions,op-ed
1124475,2017,opinions,column
1124515,2017,opinions,column
1124470,2017,news,news
1124477,2017,news,news
1124490,2017,news,news
1124531,2017,news,news
1124562,2017,opinions,column
1124623,2017,news,news
1124584,2017,news,news
1124588,2017,news,news
1124564,2017,news,news
1124518,2017,opinions,opinion
1124590,2017,news,news
1124561,2017,opinions,column
1124620,2017,opinions,column
1124608,2017,opinions,column
1124606,2017,opinions,column
1124607,2017,news,news
1124631,2017,news,news
1124626,2017,news,news
1124696,2017,news,news
1124728,2017,news,news
1124734,2017,news,news
1124669,2017,news,news
1124695,2017,opinions,column
1124688,2017,opinions,column
1124825,2017,news,news
1124869,2017,opinions,op-ed
1124868,2017,opinions,column
1124828,2017,news,news
1124959,2017,news,news
1124876,2017,opinions,column
1124870,2017,opinions,column
1124937,2017,opinions,op-ed
1125073,2017,news,news
1124899,2017,news,news
1124871,2017,opinions,column
1124972,2017,news,news
1124880,2017,news,news
1124872,2017,opinions,column
1124895,2017,news,news
1125094,2017,opinions,column
1124874,2017,opinions,column
1124878,2017,opinions,column
1124905,2017,opinions,column
1124875,2017,opinions,column
1124906,2017,opinions,column
1124850,2017,news,news
1124836,2017,news,news
1125155,2017,news,news
1125164,2017,news,news
1125166,2017,news,news
1125184,2017,opinions,op-ed
1125196,2017,opinions,column
1125226,2017,news,news
1125192,2017,opinions,column
1125182,2017,opinions,column
1125246,2017,opinions,opinion
1125241,2017,news,news
1125265,2017,news,news
1125308,2017,news,news
1125259,2017,news,news
1125357,2017,news,news
1125362,2017,news,news
1125320,2017,news,news
1125355,2017,opinions,column
1125382,2017,news,news
1125370,2017,news,news
1125330,2017,opinions,column
1125419,2017,news,news
1125421,2017,news,news
1125422,2017,news,news
1125387,2017,opinions,column
1125396,2017,opinions,column
1125489,2017,news,news
1125486,2017,news,news
1125453,2017,news,news
1125474,2017,opinions,column
1125472,2017,opinions,column
1125108,2017,news,news
1125477,2017,news,news
1125532,2017,opinions,column
1125533,2017,opinions,column
1125523,2017,news,news
1125539,2017,news,news
1125507,2017,news,news
1125500,2017,news,news
1125534,2017,news,news
1125503,2017,news,news
1125504,2017,news,news
1125508,2017,news,news
1125506,2017,news,news
1125610,2017,opinions,column
1125609,2017,opinions,column
1125679,2017,opinions,opinion
1125665,2017,news,news
1125656,2017,news,news
1125647,2017,news,news
1125663,2017,news,news
1125727,2017,news,news
1125821,2017,news,news
1125737,2017,news,news
1125740,2017,news,news
1125725,2017,opinions,column
1125692,2017,opinions,opinion
1125726,2017,news,news
1125824,2017,opinions,column
1125826,2017,opinions,column
1125857,2017,news,news
1125852,2017,news,news
1125827,2017,opinions,column
1125820,2017,news,news
1125882,2017,opinions,opinion
1125879,2017,opinions,op-ed
1125884,2017,news,news
1125893,2017,news,news
1125898,2017,opinions,column
1125942,2017,news,news
1125892,2017,news,news
1125928,2017,news,news
1125865,2017,opinions,opinion
1125954,2017,news,news
1125958,2017,news,news
1125978,2017,opinions,column
1125975,2017,opinions,column
1125999,2017,opinions,column
1126077,2017,news,news
1126038,2017,news,news
1126073,2017,opinions,column
1126037,2017,news,news
1126169,2017,news,news
1126153,2017,news,news
1126096,2017,news,news
1126102,2017,opinions,column
1126161,2017,news,news
1126221,2017,opinions,column
1126218,2017,opinions,column
1126213,2017,opinions,column
1126104,2017,opinions,column
1126193,2017,news,news
1126190,2017,news,news
1126209,2017,news,news
1126228,2017,news,news
1126227,2017,news,news
1126256,2017,opinions,column
1126303,2017,news,news
1126297,2017,news,news
1126246,2017,opinions,column
1126259,2017,news,news
1126302,2017,news,news
1126268,2017,opinions,column
1126266,2017,opinions,column
1126291,2017,news,news
1126342,2017,news,news
1126350,2017,opinions,column
1126356,2017,opinions,column
1126417,2017,opinions,column
1126404,2017,opinions,column
1126443,2017,news,news
1126418,2017,news,news
1126405,2017,news,news
1126444,2017,news,news
1126485,2017,news,news
1126475,2017,news,news
1126535,2017,news,news
1126550,2017,news,news
1126346,2017,opinions,opinion
1126606,2017,news,news
1126469,2017,opinions,column
1126604,2017,opinions,column
1126603,2017,opinions,column
1126592,2017,news,news
1126614,2017,news,news
1126703,2017,news,news
1126698,2017,news,news
1126742,2017,news,news
1126740,2017,news,news
1126693,2017,opinions,column
1126838,2017,news,news
1126772,2017,news,news
1126783,2017,news,news
1126801,2017,opinions,column
1126799,2017,opinions,column
1126796,2017,opinions,column
1126869,2017,news,news
1126860,2017,opinions,op-ed
1126904,2017,news,news
1126917,2017,news,news
1126870,2017,opinions,column
1126868,2017,news,news
1126963,2017,news,news
1126922,2017,opinions,column
1126930,2017,news,news
1126931,2017,news,news
1127044,2017,news,news
1126991,2017,news,news
1126994,2017,news,news
1127020,2017,news,news
1127022,2017,news,news
1127071,2017,news,news
1126980,2017,opinions,column
1126985,2017,opinions,column
1126981,2017,opinions,column
1126983,2017,opinions,column
1127041,2017,news,news
1127056,2017,opinions,column
1127045,2017,news,news
1125952,2017,news,news
1125957,2017,opinions,column
1127106,2017,news,news
1127120,2017,opinions,column
1127123,2017,opinions,column
1127152,2017,news,news
1127149,2017,news,news
1127233,2017,news,news
1127192,2017,news,news
1127229,2017,news,news
1127197,2017,opinions,op-ed
1127265,2017,news,news
1127199,2017,opinions,op-ed
1127195,2017,opinions,column
1127286,2017,news,news
1127263,2017,news,news
1127297,2017,news,news
1127296,2017,news,news
1127251,2017,opinions,column
1127261,2017,opinions,column
1127254,2017,news,news
1127335,2017,opinions,column
1127333,2017,opinions,column
1127338,2017,opinions,column
1127362,2017,news,news
1127319,2017,news,news
1127316,2017,news,news
1127346,2017,news,news
1127343,2017,news,news
1127379,2017,opinions,column
1127382,2017,opinions,column
1127375,2017,news,news
1127405,2017,news,news
1127417,2017,news,news
1127404,2017,news,news
1127540,2017,news,news
1127484,2017,news,news
1127443,2017,news,news
1127452,2017,opinions,opinion
1127445,2017,opinions,column
1127465,2017,opinions,column
1127480,2017,opinions,column
1127564,2017,opinions,column
1127580,2017,news,news
1127541,2017,news,news
1127619,2017,opinions,op-ed
1127605,2017,opinions,column
1127606,2017,news,news
1127612,2017,news,news
1127718,2017,news,news
1127671,2017,news,news
1127721,2017,news,news
1127724,2017,news,news
1127614,2017,news,news
1127650,2017,news,news
1127666,2017,opinions,column
1127667,2017,opinions,column
1127677,2017,opinions,column
1127670,2017,opinions,column
1127767,2017,news,news
1127766,2017,news,news
1127762,2017,opinions,column
1127795,2017,news,news
1127860,2017,opinions,op-ed
1127835,2017,opinions,column
1127872,2017,news,news
1127880,2017,news,news
1127868,2017,news,news
1127862,2017,news,news
1127917,2017,news,news
1127919,2017,news,news
1127903,2017,news,news
1127912,2017,opinions,column
1127900,2017,opinions,column
1127968,2017,news,news
1128041,2017,news,news
1127943,2017,opinions,op-ed
1127962,2017,opinions,column
1127957,2017,news,news
1127944,2017,news,news
1127970,2017,news,news
1128082,2017,news,news
1128045,2017,news,news
1128043,2017,news,news
1128008,2017,opinions,column
1128017,2017,news,news
1128034,2017,opinions,column
1128035,2017,news,news
1128007,2017,opinions,op-ed
1128064,2017,opinions,opinion
1128066,2017,opinions,opinion
1128076,2017,news,news
1128111,2017,news,news
1128104,2017,news,news
1128062,2017,opinions,column
1128632,2017,news,news
1128657,2017,news,news
1128677,2017,news,news
1128644,2017,opinions,column
1128643,2017,opinions,column
1128642,2017,opinions,column
1128639,2017,news,news
1128713,2017,news,news
1128689,2017,opinions,opinion
1128688,2017,opinions,op-ed
1128700,2017,opinions,column
1128699,2017,opinions,column
1128686,2017,news,news
1128719,2017,news,news
1128695,2017,news,news
1128771,2017,news,news
1128766,2017,news,news
1128763,2017,news,news
1128744,2017,opinions,column
1128750,2017,opinions,column
1128742,2017,opinions,op-ed
1128815,2017,news,news
1128833,2017,news,news
1128827,2017,opinions,column
1128824,2017,opinions,op-ed
1128828,2017,opinions,opinion
1128825,2017,opinions,opinion
1128818,2017,news,news
1128889,2017,news,news
1128817,2017,news,news
1127532,2017,news,news
1128948,2017,news,news
1128967,2017,news,news
1127422,2017,news,news
1127423,2017,opinions,column
1127424,2017,opinions,column
1128959,2017,news,news
1128947,2017,news,news
1128989,2017,opinions,op-ed
1129068,2017,opinions,opinion
1128971,2017,news,news
1129003,2017,news,news
1129050,2017,opinions,column
1128961,2017,news,news
1129001,2017,news,news
1128978,2017,opinions,column
1129162,2017,opinions,op-ed
1129072,2017,news,news
1128975,2017,opinions,column
1128994,2017,opinions,column
1129049,2017,opinions,column
1129177,2017,opinions,opinion
1129228,2017,news,news
1128999,2017,opinions,column
1129180,2017,news,news
1128974,2017,opinions,column
1129237,2017,opinions,opinion
1128995,2017,opinions,column
1129174,2017,opinions,column
1129238,2017,opinions,opinion
1129259,2017,news,news
1129282,2017,news,news
1129285,2017,news,news
1129301,2017,news,news
1129304,2017,news,news
1129291,2017,news,news
1129309,2017,news,news
1129332,2017,news,news
1129292,2017,news,news
1129329,2017,news,news
1129366,2017,opinions,op-ed
1129361,2017,news,news
1129337,2017,news,news
1129369,2017,news,news
1129411,2017,opinions,opinion
1129408,2017,news,news
1129407,2017,news,news
1129405,2017,news,news
1129342,2017,news,news
1129396,2017,news,news
1129434,2017,news,news
1129402,2017,news,news
1129412,2017,news,news
1129438,2017,news,news
1129440,2017,news,news
1129458,2017,news,news
1129439,2017,news,news
1129465,2017,news,news
1129502,2017,news,news
1129338,2017,news,news
1129509,2017,news,news
1129512,2017,news,news
1129517,2017,news,news
1129480,2017,news,news
1129490,2017,news,news
1129521,2017,news,news
1129635,2017,news,news
1129626,2017,news,news
1129656,2017,news,news
1129651,2017,opinions,opinion
1129668,2017,news,news
1129687,2017,news,news
1129699,2017,news,news
1129684,2017,news,news
1129706,2017,news,news
1129719,2017,news,news
1129725,2017,news,news
1129432,2017,news,news
1129730,2017,news,news
1129727,2017,news,news
1129765,2017,news,news
1129761,2017,news,news
1129763,2017,news,news
1129771,2017,news,news
1129791,2017,news,news
1129814,2017,news,news
1129830,2017,news,news
1129880,2017,news,news
1129916,2017,news,news
1129856,2017,news,news
1129954,2017,opinions,opinion
1129942,2017,news,news
1129933,2017,news,news
1129976,2017,news,news
1129831,2017,news,news
1129986,2017,news,news
1129989,2017,news,news
1129996,2017,opinions,op-ed
1130004,2017,news,news
1130012,2017,opinions,op-ed
1130036,2017,news,news
1130046,2017,opinions,op-ed
1130045,2017,opinions,op-ed
1130059,2017,opinions,opinion
1130095,2017,news,news
1133011,2017,news,news
1133017,2017,news,news
1130160,2017,news,news
1130169,2017,opinions,column
1130186,2017,news,news
1130235,2017,news,news
1130162,2017,news,news
1130246,2017,news,news
1130334,2017,news,news
1130305,2017,news,news
1130307,2017,news,news
1130176,2017,opinions,op-ed
1130213,2017,opinions,column
1129953,2017,opinions,opinion
1130360,2017,opinions,opinion
1130269,2017,opinions,column
1130380,2017,news,news
1130375,2017,news,news
1130374,2017,news,news
1130447,2017,news,news
1130429,2017,news,news
1130173,2017,opinions,op-ed
1130358,2017,opinions,op-ed
1130428,2017,news,news
1130472,2017,news,news
1130530,2017,news,news
1130542,2017,news,news
1130486,2017,news,news
1130497,2017,news,news
1130605,2017,news,news
1130557,2017,news,news
1130566,2017,news,news
1130552,2017,news,news
1130626,2017,news,news
1130547,2017,opinions,column
1130603,2017,news,news
1130644,2017,news,news
1130656,2017,news,news
1130643,2017,news,news
1130602,2017,opinions,column
1130634,2017,news,news
1130735,2017,news,news
1130698,2017,news,news
1130641,2017,opinions,column
1130699,2017,news,news
1130662,2017,opinions,op-ed
1130751,2017,news,news
1129993,2017,opinions,editorial
1130820,2017,news,news
1130789,2017,news,news
1130768,2017,opinions,column
1130764,2017,opinions,column
1130758,2017,opinions,op-ed
1130803,2017,news,news
1130839,2017,news,news
1130838,2017,news,news
1130859,2017,news,news
1130915,2017,news,news
1130933,2017,news,news
1130938,2017,news,news
1130841,2017,opinions,column
1130843,2017,opinions,column
1130830,2017,opinions,column
1130911,2017,news,news
1130902,2017,opinions,column
1130903,2017,opinions,column
1130997,2017,news,news
1130999,2017,news,news
1130957,2017,opinions,column
1130958,2017,opinions,column
1130970,2017,news,news
1130968,2017,news,news
1131008,2017,news,news
1131009,2017,opinions,column
1131005,2017,opinions,column
1131006,2017,opinions,column
1131037,2017,news,news
1131045,2017,news,news
1129848,2017,opinions,opinion
1131133,2017,news,news
1131102,2017,news,news
1131120,2017,news,news
1131090,2017,news,news
1131084,2017,opinions,op-ed
1131086,2017,opinions,column
1131085,2017,opinions,column
1131219,2017,opinions,column
1131160,2017,news,news
1131178,2017,news,news
1131179,2017,news,news
1131152,2017,opinions,opinion
1131264,2017,news,news
1131370,2017,news,news
1131269,2017,news,news
1131267,2017,news,news
1131310,2017,news,news
1131252,2017,opinions,column
1131400,2017,news,news
1131361,2017,news,news
1131354,2017,opinions,column
1131357,2017,opinions,column
1131351,2017,opinions,opinion
1131460,2017,news,news
1131422,2017,opinions,column
1130423,2017,opinions,opinion
1131423,2017,opinions,column
1131432,2017,news,news
1131489,2017,news,news
1130238,2017,news,news
1131506,2017,news,news
1131573,2017,opinions,column
1131617,2017,news,news
1131613,2017,news,news
1131623,2017,news,news
1131558,2017,news,news
1131572,2017,opinions,column
1131773,2017,news,news
1131695,2017,news,news
1131754,2017,news,news
1131667,2017,opinions,column
1131731,2017,news,news
1131696,2017,news,news
1131686,2017,news,news
1131658,2017,opinions,op-ed
1131666,2017,opinions,column
1131661,2017,opinions,column
1131764,2017,opinions,column
1131767,2017,opinions,column
1131776,2017,news,news
1131817,2017,news,news
1131844,2017,opinions,column
1131825,2017,opinions,op-ed
1131846,2017,opinions,column
1131907,2017,news,news
1131903,2017,news,news
1132012,2017,news,news
1131953,2017,news,news
1131853,2017,opinions,column
1132006,2017,news,news
1132001,2017,news,news
1131940,2017,opinions,opinion
1131942,2017,opinions,column
1131937,2017,opinions,column
1131944,2017,opinions,column
1131999,2017,news,news
1132106,2017,news,news
1132044,2017,news,news
1132101,2017,news,news
1132201,2017,news,news
1132087,2017,news,news
1132148,2017,news,news
1132047,2017,opinions,opinion
1132051,2017,opinions,column
1132065,2017,opinions,column
1132050,2017,opinions,opinion
1132053,2017,opinions,column
1132198,2017,news,news
1132259,2017,news,news
1132254,2017,news,news
1132207,2017,opinions,column
1132146,2017,opinions,column
1132343,2017,news,news
1132294,2017,news,news
1132252,2017,opinions,column
1132235,2017,opinions,column
1132309,2017,news,news
1132257,2017,news,news
1132402,2017,news,news
1132246,2017,news,news
1132335,2017,opinions,column
1132337,2017,opinions,column
1132393,2017,news,news
1132379,2017,news,news
1132334,2017,opinions,op-ed
1132435,2017,opinions,column
1132434,2017,opinions,column
1132449,2017,opinions,editorial
1132459,2017,news,news
1132464,2017,opinions,column
1132416,2017,news,news
1132475,2017,news,news
1132415,2017,news,news
1132540,2017,news,news
1132567,2017,news,news
1132612,2017,news,news
1132561,2017,opinions,column
1132562,2017,opinions,column
1132777,2017,opinions,column
1132782,2017,opinions,column
1132854,2017,news,news
1132844,2017,news,news
1132771,2017,opinions,column
1132773,2017,news,news
1132769,2017,news,news
1132803,2017,news,news
1132829,2017,news,news
1132770,2017,opinions,op-ed
1132853,2017,opinions,column
1132860,2017,opinions,op-ed
1132901,2017,opinions,op-ed
1131535,2017,news,news
1131536,2017,news,news
1130324,2017,news,news
1131534,2017,news,news
1131517,2017,news,news
1131532,2017,news,news
1130350,2017,news,news
1131738,2017,news,news
1132894,2017,news,news
1132851,2017,opinions,column
1131918,2017,news,news
1131539,2017,news,news
1131550,2017,news,news
1133132,2017,news,news
1133143,2017,news,news
1133044,2017,news,news
1133046,2017,news,news
1133171,2017,news,news
1133070,2017,news,news
1133120,2017,news,news
1133203,2017,news,news
1133215,2017,news,news
1133048,2017,opinions,column
1133045,2017,opinions,column
1133056,2017,opinions,column
1133211,2017,news,news
1133148,2017,opinions,opinion
1133147,2017,opinions,column
1133145,2017,opinions,column
1133286,2017,news,news
1133260,2017,opinions,column
1133288,2017,news,news
1133250,2017,news,news
1133258,2017,opinions,column
1133259,2017,opinions,column
1133252,2017,opinions,op-ed
1133267,2017,opinions,column
1133330,2017,news,news
1133422,2017,opinions,op-ed
1133440,2017,opinions,opinion
1133432,2017,news,news
1133477,2017,news,news
1133441,2017,opinions,editorial
1133254,2017,news,news
1133424,2017,news,news
1133418,2017,news,news
1133425,2017,opinions,column
1133450,2017,opinions,op-ed
1133478,2017,opinions,column
1133479,2017,opinions,column
1133463,2017,news,news
1133524,2017,news,news
1133508,2017,news,news
1133538,2017,opinions,column
1133536,2017,opinions,opinion
1133537,2017,opinions,opinion
1133570,2017,news,news
1133608,2017,news,news
1133611,2017,news,news
1133539,2017,opinions,column
1133565,2017,news,news
1133723,2017,news,news
1133721,2017,news,news
1133729,2017,news,news
1133730,2017,news,news
1133761,2017,news,news
1133648,2017,opinions,op-ed
1133649,2017,opinions,column
1133783,2017,news,news
1133778,2017,opinions,op-ed
1133777,2017,opinions,op-ed
1133776,2017,opinions,opinion
1133607,2017,news,news
1133796,2017,opinions,column
1133821,2017,news,news
1133842,2017,news,news
1133832,2017,opinions,column
1133833,2017,opinions,opinion
1133839,2017,opinions,column
1133838,2017,opinions,column
1133851,2017,news,news
1133852,2017,opinions,column
1133853,2017,opinions,column
1133907,2017,opinions,op-ed
1133909,2017,news,news
1133903,2017,opinions,column
1133970,2017,news,news
1133953,2017,news,news
1133983,2017,opinions,column
1133990,2017,opinions,column
1133981,2017,opinions,column
1133966,2017,news,news
1134107,2017,news,news
1134060,2017,opinions,op-ed
1134062,2017,opinions,column
1134059,2017,opinions,op-ed
1134057,2017,news,news
1134170,2017,opinions,op-ed
1134167,2017,opinions,column
1134217,2017,news,news
1134158,2017,news,news
1134226,2017,news,news
1134220,2017,news,news
1134166,2017,opinions,column
1134240,2017,opinions,column
1134181,2017,news,news
1134272,2017,news,news
1134278,2017,news,news
1134313,2017,news,news
1134302,2017,news,news
1134321,2017,news,news
1134312,2017,news,news
1134250,2017,opinions,op-ed
1134336,2017,news,news
1134344,2017,news,news
1134338,2017,news,news
1134378,2017,opinions,op-ed
1134514,2017,news,news
1134451,2017,opinions,op-ed
1134435,2017,opinions,op-ed
1134437,2017,opinions,column
1134453,2017,opinions,column
1134439,2017,opinions,op-ed
1134525,2017,news,news
1134537,2017,news,news
1134529,2017,news,news
1134516,2017,opinions,op-ed
1134510,2017,opinions,column
1134546,2017,news,news
1134535,2017,opinions,column
1134544,2017,news,news
1134550,2017,opinions,column
1134549,2017,news,news
1134552,2017,news,news
1134561,2017,news,news
1134361,2017,news,news
1134448,2017,news,news
1134592,2017,opinions,op-ed
1134593,2017,opinions,op-ed
1134600,2017,opinions,opinion
1134647,2018,opinions,op-ed
1134650,2018,news,news
1134671,2018,news,news
1134667,2018,opinions,column
1134668,2018,opinions,column
1134760,2018,news,news
1134714,2018,news,news
1134775,2018,news,news
1134759,2018,news,news
1134713,2018,opinions,column
1134884,2018,news,news
1134885,2018,news,news
1134897,2018,news,news
1134840,2018,opinions,column
1134844,2018,news,news
1134853,2018,news,news
1134839,2018,news,news
1134949,2018,news,news
1134959,2018,news,news
1134907,2018,opinions,column
1135012,2018,opinions,op-ed
1135010,2018,opinions,column
1135021,2018,news,news
1134966,2018,news,news
1135011,2018,news,news
1135030,2018,news,news
1135039,2018,opinions,column
1135038,2018,opinions,column
1134989,2018,news,news
1135049,2018,news,news
1135144,2018,news,news
1135059,2018,opinions,column
1135050,2018,opinions,op-ed
1135058,2018,opinions,column
1135051,2018,opinions,op-ed
1135052,2018,news,news
1135166,2018,news,news
1135153,2018,opinions,column
1135187,2018,news,news
1135143,2018,news,news
1135263,2018,news,news
1135219,2018,opinions,column
1135218,2018,opinions,column
1135221,2018,opinions,column
1135216,2018,news,news
1135265,2018,news,news
1135264,2018,news,news
1135207,2018,opinions,op-ed
1135280,2018,opinions,column
1135281,2018,opinions,column
1135312,2018,news,news
1135322,2018,news,news
1135321,2018,news,news
1135311,2018,news,news
1135343,2018,news,news
1135345,2018,news,news
1135352,2018,news,news
1135400,2018,news,news
1135341,2018,opinions,column
1135429,2018,news,news
1135344,2018,news,news
1135436,2018,news,news
1135348,2018,opinions,column
1135435,2018,opinions,column
1135432,2018,opinions,column
1135522,2018,news,news
1135523,2018,news,news
1135589,2018,news,news
1135558,2018,news,news
1135478,2018,opinions,op-ed
1135492,2018,opinions,column
1135534,2018,news,news
1135580,2018,news,news
1135518,2018,news,news
1135579,2018,news,news
1135656,2018,news,news
1135548,2018,opinions,column
1135657,2018,news,news
1135592,2018,news,news
1135631,2018,news,news
1135549,2018,opinions,column
1135604,2018,opinions,column
1135607,2018,opinions,op-ed
1135686,2018,news,news
1135716,2018,news,news
1135625,2018,news,news
1135677,2018,opinions,column
1135755,2018,opinions,opinion
1135756,2018,opinions,opinion
1135759,2018,opinions,column
1135768,2018,news,news
1135733,2018,news,news
1135670,2018,news,news
1135828,2018,opinions,column
1135818,2018,opinions,column
1135825,2018,news,news
1135874,2018,news,news
1135831,2018,news,news
1135832,2018,news,news
1135866,2018,news,news
1135949,2018,news,news
1135984,2018,opinions,opinion
1135911,2018,opinions,column
1135910,2018,opinions,column
1135951,2018,news,news
1135896,2018,news,news
1135950,2018,news,news
1135983,2018,opinions,column
1136027,2018,news,news
1136029,2018,news,news
1136040,2018,news,news
1135981,2018,opinions,op-ed
1135725,2018,news,news
1135688,2018,news,news
1136118,2018,opinions,column
1136114,2018,opinions,column
1136128,2018,news,news
1136127,2018,news,news
1136123,2018,news,news
1136185,2018,opinions,column
1136196,2018,news,news
1136166,2018,news,news
1136227,2018,news,news
1136257,2018,news,news
1136210,2018,news,news
1136289,2018,news,news
1136233,2018,news,news
1136241,2018,news,news
1136232,2018,opinions,op-ed
1136243,2018,opinions,column
1136434,2018,news,news
1136308,2018,opinions,op-ed
1136411,2018,opinions,opinion
1136415,2018,news,news
1136309,2018,opinions,column
1136435,2018,news,news
1136428,2018,news,news
1136501,2018,news,news
1136513,2018,news,news
1136486,2018,news,news
1136477,2018,opinions,op-ed
1136475,2018,opinions,column
1136455,2018,opinions,column
1136537,2018,news,news
1136599,2018,news,news
1136540,2018,news,news
1136553,2018,opinions,column
1136545,2018,opinions,op-ed
1136607,2018,news,news
1136598,2018,news,news
1136646,2018,news,news
1136751,2018,news,news
1136748,2018,news,news
1136778,2018,news,news
1136649,2018,news,news
1136716,2018,news,news
1136636,2018,opinions,column
1136635,2018,opinions,column
1136676,2018,news,news
1136734,2018,opinions,column
1136730,2018,opinions,op-ed
1136844,2018,news,news
1136732,2018,opinions,column
1136735,2018,opinions,op-ed
1136729,2018,opinions,op-ed
1136731,2018,opinions,column
1136790,2018,news,news
1136800,2018,news,news
1136839,2018,news,news
1136845,2018,news,news
1136858,2018,news,news
1136807,2018,opinions,op-ed
1136943,2018,news,news
1136942,2018,news,news
1136933,2018,news,news
1136842,2018,opinions,op-ed
1136808,2018,opinions,column
1136811,2018,opinions,column
1136810,2018,opinions,column
1136947,2018,news,news
1136901,2018,opinions,column
1136920,2018,opinions,column
1136988,2018,opinions,column
1137006,2018,opinions,column
1136996,2018,news,news
1136983,2018,news,news
1136982,2018,news,news
1136985,2018,news,news
1136989,2018,opinions,column
1137061,2018,news,news
1137074,2018,news,news
1137077,2018,news,news
1137179,2018,news,news
1137059,2018,opinions,opinion
1137058,2018,opinions,column
1137117,2018,news,news
1137136,2018,news,news
1137154,2018,opinions,op-ed
1137130,2018,opinions,column
1137133,2018,opinions,op-ed
1137126,2018,opinions,column
1137135,2018,opinions,op-ed
1137249,2018,opinions,editorial
1137149,2018,news,news
1137181,2018,news,news
1137192,2018,news,news
1137160,2018,news,news
1137155,2018,news,news
1137222,2018,opinions,op-ed
1137284,2018,news,news
1137242,2018,news,news
1137246,2018,opinions,column
1137228,2018,news,news
1137307,2018,news,news
1137296,2018,news,news
1137221,2018,opinions,column
1137310,2018,news,news
1137320,2018,news,news
1137322,2018,news,news
1137323,2018,news,news
1137397,2018,news,news
1137334,2018,news,news
1137319,2018,opinions,column
1137400,2018,opinions,opinion
1137386,2018,opinions,column
1137405,2018,news,news
1137394,2018,news,news
1137396,2018,news,news
1137409,2018,news,news
1137459,2018,news,news
1137527,2018,news,news
1137499,2018,news,news
1137501,2018,news,news
1137461,2018,opinions,column
1137453,2018,opinions,column
1137458,2018,opinions,column
1137448,2018,news,news
1137549,2018,news,news
1137560,2018,news,news
1137598,2018,news,news
1137609,2018,news,news
1137561,2018,opinions,editorial
1137593,2018,news,news
1137557,2018,news,news
1137654,2018,news,news
1137669,2018,news,news
1137651,2018,news,news
1137620,2018,opinions,op-ed
1137618,2018,opinions,column
1137621,2018,opinions,column
1135988,2018,news,news
1137746,2018,news,news
1137749,2018,news,news
1137756,2018,news,news
1137698,2018,opinions,column
1137700,2018,opinions,column
1137701,2018,opinions,column
1137788,2018,opinions,column
1137885,2018,news,news
1137862,2018,news,news
1137815,2018,news,news
1137789,2018,opinions,column
1137808,2018,news,news
1137786,2018,news,news
1137785,2018,news,news
1137931,2018,news,news
1137871,2018,opinions,column
1137929,2018,news,news
1137867,2018,news,news
1137878,2018,news,news
1138027,2018,news,news
1137882,2018,opinions,column
1137870,2018,opinions,op-ed
1138420,2018,news,news
1137965,2018,opinions,column
1137966,2018,opinions,column
1137953,2018,news,news
1138032,2018,news,news
1138421,2018,news,news
